user_id,movie_id,algo_id,action,x,y,timestamp
23274,6470,1,impression,0,3,Thu Feb 01 2018 08:04:48 GMT-0800 (PST)
71287,5111,0,resume,,,Wed Jan 17 2018 05:12:16 GMT-0800 (PST)
5597,2068,0,impression,-2,-8,Wed Jan 03 2018 07:19:44 GMT-0800 (PST)
10198,8534,0,start,,,Sun Dec 10 2017 04:20:58 GMT-0800 (PST)
76475,6056,0,pause,,,Sat Feb 24 2018 17:37:18 GMT-0800 (PST)
23099,5934,1,pause,,,Mon Dec 11 2017 22:31:13 GMT-0800 (PST)
32653,2088,0,impression,2,6,Sun Dec 03 2017 20:24:07 GMT-0800 (PST)
50664,7645,0,impression,-5,-8,Wed Dec 06 2017 15:30:09 GMT-0800 (PST)
75068,9577,0,impression,-1,-8,Sun Feb 04 2018 09:03:35 GMT-0800 (PST)
72507,1478,1,impression,5,9,Thu Dec 21 2017 11:39:12 GMT-0800 (PST)
84549,7000,0,complete,,,Tue Dec 05 2017 09:27:04 GMT-0800 (PST)
39200,6324,0,impression,-1,0,Thu Feb 15 2018 18:01:03 GMT-0800 (PST)
47464,2376,0,impression,4,-5,Fri Jan 26 2018 10:23:49 GMT-0800 (PST)
59494,3811,1,impression,-7,-5,Sat Feb 03 2018 13:24:23 GMT-0800 (PST)
83269,3803,0,impression,2,-1,Tue Feb 13 2018 15:25:35 GMT-0800 (PST)
81835,8357,0,impression,-9,-10,Thu Jan 11 2018 23:47:13 GMT-0800 (PST)
14339,9113,0,impression,2,8,Thu Jan 11 2018 15:13:54 GMT-0800 (PST)
67191,4112,1,impression,-3,-1,Fri Dec 08 2017 02:09:55 GMT-0800 (PST)
42599,7115,0,impression,7,2,Mon Feb 19 2018 19:42:03 GMT-0800 (PST)
74483,6126,0,down,,,Thu Dec 28 2017 13:41:53 GMT-0800 (PST)
89657,4493,1,pause,,,Mon Jan 22 2018 17:44:16 GMT-0800 (PST)
37538,2109,1,engage,,,Sun Jan 21 2018 18:56:12 GMT-0800 (PST)
89603,8206,1,engage,,,Mon Dec 11 2017 14:20:39 GMT-0800 (PST)
57622,9476,1,pause,,,Thu Jan 11 2018 04:41:48 GMT-0800 (PST)
33166,4359,0,complete,,,Thu Dec 28 2017 19:16:17 GMT-0800 (PST)
39020,2747,0,engage,,,Thu Dec 21 2017 20:52:23 GMT-0800 (PST)
14047,2821,1,impression,-6,-6,Sat Feb 24 2018 20:35:57 GMT-0800 (PST)
41097,1586,0,start,,,Sun Feb 04 2018 11:56:39 GMT-0800 (PST)
33427,4788,0,impression,9,1,Sat Dec 02 2017 16:36:04 GMT-0800 (PST)
16817,1200,1,engage,,,Sat Dec 09 2017 01:21:58 GMT-0800 (PST)
17998,8904,0,engage,,,Thu Dec 28 2017 14:46:28 GMT-0800 (PST)
24103,4134,1,impression,-10,-2,Fri Jan 05 2018 21:26:25 GMT-0800 (PST)
69975,7488,1,impression,-4,7,Mon Jan 01 2018 13:10:37 GMT-0800 (PST)
4898,8892,0,engage,,,Tue Feb 13 2018 12:54:21 GMT-0800 (PST)
33523,222,1,impression,1,0,Thu Feb 08 2018 16:02:11 GMT-0800 (PST)
38335,2870,0,down,,,Thu Dec 21 2017 23:01:07 GMT-0800 (PST)
12336,9607,0,engage,,,Thu Dec 14 2017 17:05:19 GMT-0800 (PST)
64620,4068,1,impression,2,3,Mon Feb 05 2018 13:20:09 GMT-0800 (PST)
27919,1461,1,impression,1,-9,Thu Feb 22 2018 16:52:32 GMT-0800 (PST)
213,7799,1,start,,,Fri Dec 22 2017 16:35:14 GMT-0800 (PST)
80174,9451,1,pause,,,Fri Jan 05 2018 05:06:42 GMT-0800 (PST)
33999,8409,0,impression,-7,-6,Sun Dec 10 2017 10:32:36 GMT-0800 (PST)
56290,4270,1,start,,,Sun Jan 21 2018 14:01:06 GMT-0800 (PST)
70776,698,1,start,,,Fri Dec 29 2017 23:57:17 GMT-0800 (PST)
97653,9360,0,impression,-6,-2,Sun Feb 25 2018 16:40:32 GMT-0800 (PST)
61394,4389,0,down,,,Sun Jan 14 2018 01:41:44 GMT-0800 (PST)
66387,1923,1,engage,,,Tue Dec 05 2017 15:20:21 GMT-0800 (PST)
26098,2551,1,impression,8,-2,Fri Dec 08 2017 10:40:55 GMT-0800 (PST)
602,630,0,start,,,Tue Feb 20 2018 17:41:13 GMT-0800 (PST)
59942,7692,0,impression,2,-9,Wed Jan 24 2018 09:52:19 GMT-0800 (PST)
20897,1310,1,impression,-9,1,Tue Jan 30 2018 20:41:22 GMT-0800 (PST)
74639,3900,1,pause,,,Thu Dec 28 2017 00:10:48 GMT-0800 (PST)
97813,8969,0,start,,,Fri Feb 02 2018 01:33:22 GMT-0800 (PST)
27782,9456,0,engage,,,Wed Jan 31 2018 16:59:56 GMT-0800 (PST)
70092,9206,0,pause,,,Sat Jan 27 2018 19:36:51 GMT-0800 (PST)
91065,1872,0,impression,4,4,Mon Feb 19 2018 01:28:28 GMT-0800 (PST)
8305,1173,1,impression,0,-4,Sun Jan 07 2018 11:00:30 GMT-0800 (PST)
17360,1720,1,pause,,,Sun Dec 24 2017 09:38:12 GMT-0800 (PST)
44734,685,0,impression,6,-6,Mon Dec 11 2017 20:58:24 GMT-0800 (PST)
37422,7118,0,impression,-1,-6,Wed Dec 20 2017 15:01:16 GMT-0800 (PST)
