user_id,movie_id,algo_id,action,x,y,timestamp
94478,5987,0,impression,2,4,Wed Jan 10 2018 13:30:12 GMT-0800 (PST)
50821,1154,1,engage,,,Mon Jan 15 2018 19:38:29 GMT-0800 (PST)
11371,806,0,pause,,,Sat Dec 30 2017 14:55:01 GMT-0800 (PST)
44735,8768,1,complete,,,Mon Feb 19 2018 03:07:17 GMT-0800 (PST)
19398,140,0,start,,,Mon Dec 18 2017 05:22:06 GMT-0800 (PST)
66367,2897,0,up,,,Tue Dec 26 2017 16:01:51 GMT-0800 (PST)
28318,6651,0,pause,,,Sat Feb 24 2018 03:05:41 GMT-0800 (PST)
92172,6197,1,start,,,Tue Jan 02 2018 04:40:56 GMT-0800 (PST)
24072,1070,0,impression,4,0,Tue Dec 26 2017 19:39:33 GMT-0800 (PST)
53485,8007,1,complete,,,Tue Feb 06 2018 10:45:00 GMT-0800 (PST)
42536,2005,1,impression,-10,3,Mon Jan 22 2018 05:54:15 GMT-0800 (PST)
91448,2192,0,impression,-5,7,Sat Jan 27 2018 01:18:41 GMT-0800 (PST)
35400,2924,0,start,,,Mon Dec 25 2017 13:54:44 GMT-0800 (PST)
72534,3018,0,resume,,,Sun Jan 14 2018 20:17:06 GMT-0800 (PST)
20112,5928,0,impression,0,0,Sat Jan 13 2018 04:14:15 GMT-0800 (PST)
46760,2061,0,engage,,,Tue Jan 16 2018 01:29:42 GMT-0800 (PST)
2585,3835,0,complete,,,Sat Dec 23 2017 08:25:40 GMT-0800 (PST)
14851,7167,0,resume,,,Wed Dec 20 2017 07:33:33 GMT-0800 (PST)
98072,1183,1,complete,,,Sat Dec 02 2017 15:12:36 GMT-0800 (PST)
50079,7169,1,complete,,,Sun Dec 17 2017 16:16:23 GMT-0800 (PST)
81249,8455,1,resume,,,Tue Dec 26 2017 19:21:47 GMT-0800 (PST)
61265,1923,1,resume,,,Tue Jan 16 2018 03:15:35 GMT-0800 (PST)
21593,1713,0,impression,-3,-8,Wed Feb 14 2018 23:02:28 GMT-0800 (PST)
74217,1936,0,impression,-1,-1,Sat Feb 03 2018 04:12:07 GMT-0800 (PST)
35847,348,0,engage,,,Wed Dec 20 2017 14:51:14 GMT-0800 (PST)
92475,7789,1,start,,,Wed Jan 31 2018 06:11:18 GMT-0800 (PST)
75666,928,0,down,,,Sun Dec 03 2017 14:51:29 GMT-0800 (PST)
67416,2702,1,complete,,,Fri Dec 29 2017 23:08:43 GMT-0800 (PST)
81268,3882,1,up,,,Wed Jan 17 2018 02:02:43 GMT-0800 (PST)
69303,8181,1,impression,6,-7,Sun Jan 28 2018 12:59:41 GMT-0800 (PST)
50562,3589,1,engage,,,Sun Jan 28 2018 15:55:29 GMT-0800 (PST)
87603,2746,0,complete,,,Wed Dec 20 2017 20:00:19 GMT-0800 (PST)
27615,3253,1,engage,,,Thu Feb 01 2018 00:26:09 GMT-0800 (PST)
29237,6961,0,impression,-4,-1,Wed Feb 14 2018 20:21:26 GMT-0800 (PST)
33775,7959,1,engage,,,Sat Feb 10 2018 23:08:10 GMT-0800 (PST)
52602,832,1,impression,-9,-10,Wed Feb 07 2018 07:09:21 GMT-0800 (PST)
24337,2375,0,resume,,,Wed Dec 06 2017 12:06:52 GMT-0800 (PST)
26591,2635,1,impression,-9,-9,Tue Jan 30 2018 12:56:35 GMT-0800 (PST)
91408,9622,1,impression,-2,1,Mon Feb 05 2018 22:54:10 GMT-0800 (PST)
37352,6812,0,impression,-3,-10,Tue Feb 06 2018 07:41:40 GMT-0800 (PST)
30129,7023,1,impression,-1,-9,Wed Feb 07 2018 14:04:25 GMT-0800 (PST)
63055,2986,0,impression,2,0,Sat Jan 13 2018 11:04:37 GMT-0800 (PST)
72527,4529,0,impression,2,1,Mon Jan 29 2018 18:18:27 GMT-0800 (PST)
57381,502,0,impression,1,3,Thu Dec 28 2017 03:39:04 GMT-0800 (PST)
4672,2864,1,pause,,,Fri Feb 09 2018 17:48:16 GMT-0800 (PST)
82645,2371,1,up,,,Mon Jan 22 2018 15:11:33 GMT-0800 (PST)
35166,4208,1,engage,,,Sun Dec 31 2017 17:55:28 GMT-0800 (PST)
75125,125,1,resume,,,Mon Jan 15 2018 08:06:37 GMT-0800 (PST)
7359,8095,0,complete,,,Tue Jan 09 2018 15:30:16 GMT-0800 (PST)
76077,2071,1,engage,,,Sat Dec 16 2017 08:12:04 GMT-0800 (PST)
34681,7394,1,down,,,Thu Jan 18 2018 00:08:56 GMT-0800 (PST)
43070,6225,0,up,,,Mon Jan 29 2018 01:51:13 GMT-0800 (PST)
74263,6953,1,impression,1,-2,Thu Dec 21 2017 16:25:45 GMT-0800 (PST)
84382,3774,0,impression,-3,-3,Sun Feb 18 2018 17:15:58 GMT-0800 (PST)
86288,6436,1,impression,8,-1,Thu Feb 01 2018 13:01:08 GMT-0800 (PST)
78177,1114,0,complete,,,Sat Dec 02 2017 13:14:59 GMT-0800 (PST)
814,8953,0,engage,,,Thu Feb 22 2018 04:55:07 GMT-0800 (PST)
82674,3599,1,complete,,,Tue Jan 02 2018 03:16:12 GMT-0800 (PST)
48355,7455,1,impression,-7,1,Wed Feb 14 2018 08:40:46 GMT-0800 (PST)
76760,8398,1,engage,,,Tue Jan 23 2018 03:54:53 GMT-0800 (PST)
93797,2812,1,impression,2,-5,Wed Feb 21 2018 11:03:04 GMT-0800 (PST)
84860,3318,1,down,,,Wed Jan 03 2018 10:02:26 GMT-0800 (PST)
17719,9057,0,impression,-9,-3,Fri Dec 08 2017 17:02:51 GMT-0800 (PST)
14618,500,1,impression,4,9,Sat Dec 16 2017 22:11:03 GMT-0800 (PST)
1649,2016,0,impression,9,-4,Sat Jan 13 2018 23:21:46 GMT-0800 (PST)
82128,1702,1,complete,,,Mon Jan 29 2018 22:59:58 GMT-0800 (PST)
6511,8703,1,impression,-5,3,Sun Feb 11 2018 11:22:39 GMT-0800 (PST)
2884,667,1,impression,6,7,Sun Dec 03 2017 01:46:43 GMT-0800 (PST)
15476,3543,1,engage,,,Sat Dec 30 2017 15:28:33 GMT-0800 (PST)
99166,7613,1,impression,-10,4,Mon Jan 15 2018 21:04:13 GMT-0800 (PST)
10716,5502,1,impression,3,-10,Tue Feb 06 2018 04:20:12 GMT-0800 (PST)
23220,6942,0,complete,,,Thu Jan 11 2018 03:30:02 GMT-0800 (PST)
95554,4608,1,impression,1,-7,Thu Jan 18 2018 07:34:10 GMT-0800 (PST)
92557,9564,0,impression,7,-4,Tue Jan 09 2018 18:25:01 GMT-0800 (PST)
53023,210,1,engage,,,Sat Feb 24 2018 16:23:26 GMT-0800 (PST)
98436,16,1,impression,6,6,Mon Feb 05 2018 12:18:54 GMT-0800 (PST)
17367,1232,0,impression,-2,-4,Sat Dec 23 2017 03:45:17 GMT-0800 (PST)
50722,3421,1,complete,,,Sat Dec 23 2017 10:24:51 GMT-0800 (PST)
29555,6323,0,engage,,,Thu Feb 01 2018 11:09:17 GMT-0800 (PST)
8814,2259,0,impression,-8,-4,Sun Feb 25 2018 13:51:13 GMT-0800 (PST)
92918,1772,1,impression,4,1,Fri Dec 29 2017 16:16:06 GMT-0800 (PST)
52162,27,1,down,,,Wed Jan 24 2018 19:44:27 GMT-0800 (PST)
11304,6956,1,engage,,,Sun Feb 04 2018 05:15:24 GMT-0800 (PST)
52485,2128,1,impression,3,-7,Wed Jan 24 2018 09:24:58 GMT-0800 (PST)
38413,4200,1,down,,,Mon Feb 05 2018 10:07:18 GMT-0800 (PST)
30288,7814,1,start,,,Mon Feb 26 2018 01:06:16 GMT-0800 (PST)
4095,5675,0,start,,,Fri Feb 02 2018 03:03:59 GMT-0800 (PST)
43909,1110,0,impression,0,-4,Sun Feb 11 2018 20:03:43 GMT-0800 (PST)
65881,4952,1,impression,8,-10,Wed Dec 20 2017 06:18:42 GMT-0800 (PST)
704,1733,1,impression,9,-2,Wed Feb 28 2018 08:49:55 GMT-0800 (PST)
