user_id,movie_id,algo_id,action,x,y,timestamp
68043,3666,0,pause,,,Sat Dec 09 2017 07:09:11 GMT-0800 (PST)
63682,8167,1,start,,,Mon Dec 11 2017 10:57:47 GMT-0800 (PST)
42355,9108,0,complete,,,Thu Feb 15 2018 11:12:11 GMT-0800 (PST)
45709,854,0,impression,-7,-5,Thu Dec 14 2017 15:34:53 GMT-0800 (PST)
35830,4245,0,down,,,Sat Feb 24 2018 11:54:24 GMT-0800 (PST)
26543,277,0,impression,-6,-6,Sat Jan 13 2018 18:29:37 GMT-0800 (PST)
21470,2623,0,start,,,Fri Jan 12 2018 18:40:20 GMT-0800 (PST)
9772,8231,0,pause,,,Tue Feb 27 2018 15:19:38 GMT-0800 (PST)
3929,9475,0,up,,,Sun Jan 14 2018 05:50:00 GMT-0800 (PST)
45719,3387,1,resume,,,Tue Dec 05 2017 07:51:04 GMT-0800 (PST)
73634,8709,0,down,,,Wed Jan 24 2018 20:36:43 GMT-0800 (PST)
37930,3723,0,impression,-9,-1,Mon Feb 19 2018 03:03:20 GMT-0800 (PST)
93334,9138,1,pause,,,Mon Jan 15 2018 20:01:04 GMT-0800 (PST)
28732,7741,1,resume,,,Wed Jan 24 2018 22:33:20 GMT-0800 (PST)
86555,2977,0,impression,6,-9,Sat Dec 23 2017 23:35:00 GMT-0800 (PST)
49014,3164,1,impression,7,9,Fri Dec 01 2017 18:51:02 GMT-0800 (PST)
70607,9343,0,impression,5,2,Tue Jan 09 2018 14:13:28 GMT-0800 (PST)
4238,2119,0,engage,,,Mon Dec 11 2017 13:14:00 GMT-0800 (PST)
56086,9733,0,engage,,,Sun Jan 28 2018 19:22:32 GMT-0800 (PST)
12638,8026,0,down,,,Wed Feb 21 2018 17:26:17 GMT-0800 (PST)
396,6347,0,start,,,Tue Jan 23 2018 21:01:11 GMT-0800 (PST)
22094,6343,0,impression,-6,3,Fri Jan 05 2018 10:05:15 GMT-0800 (PST)
8102,7500,0,complete,,,Wed Dec 20 2017 00:32:42 GMT-0800 (PST)
83680,7142,0,impression,-4,5,Fri Dec 15 2017 23:11:59 GMT-0800 (PST)
8278,5693,1,impression,9,5,Thu Feb 01 2018 18:30:56 GMT-0800 (PST)
68281,2462,0,impression,5,-4,Wed Dec 27 2017 19:54:53 GMT-0800 (PST)
63768,9260,0,impression,-2,-6,Sun Dec 31 2017 10:00:05 GMT-0800 (PST)
18213,644,1,impression,-6,9,Sun Feb 25 2018 02:57:15 GMT-0800 (PST)
89103,1077,0,up,,,Sat Jan 13 2018 05:03:08 GMT-0800 (PST)
87786,6108,0,resume,,,Fri Feb 02 2018 07:32:33 GMT-0800 (PST)
32016,8850,1,start,,,Mon Dec 18 2017 19:59:07 GMT-0800 (PST)
49084,2528,0,engage,,,Thu Jan 25 2018 00:57:56 GMT-0800 (PST)
29871,2665,0,start,,,Mon Dec 18 2017 08:40:03 GMT-0800 (PST)
90423,5272,1,start,,,Sun Feb 11 2018 17:37:06 GMT-0800 (PST)
26173,3884,1,impression,0,2,Wed Dec 06 2017 09:01:43 GMT-0800 (PST)
49238,5312,1,impression,-8,3,Thu Dec 07 2017 10:04:28 GMT-0800 (PST)
24410,6982,0,impression,6,-5,Wed Jan 24 2018 18:56:55 GMT-0800 (PST)
74737,1694,1,engage,,,Sun Feb 25 2018 02:21:07 GMT-0800 (PST)
13309,1267,0,impression,-7,3,Thu Feb 08 2018 10:37:03 GMT-0800 (PST)
74188,5726,0,start,,,Fri Feb 02 2018 02:42:44 GMT-0800 (PST)
68738,7466,0,impression,8,8,Fri Jan 19 2018 03:54:05 GMT-0800 (PST)
88024,4790,1,engage,,,Tue Feb 20 2018 23:04:47 GMT-0800 (PST)
99551,5921,1,up,,,Sun Feb 04 2018 03:55:23 GMT-0800 (PST)
10697,2878,1,impression,-8,8,Wed Jan 17 2018 00:50:55 GMT-0800 (PST)
67405,8160,0,down,,,Wed Dec 13 2017 21:52:58 GMT-0800 (PST)
90466,1984,1,engage,,,Tue Feb 20 2018 11:17:15 GMT-0800 (PST)
10880,4733,1,down,,,Tue Jan 09 2018 09:26:14 GMT-0800 (PST)
1002,3297,0,impression,-4,-8,Wed Jan 17 2018 22:43:21 GMT-0800 (PST)
81677,9866,0,impression,-6,6,Mon Feb 26 2018 08:47:35 GMT-0800 (PST)
22854,9203,0,complete,,,Thu Dec 21 2017 04:16:47 GMT-0800 (PST)
37126,3989,0,impression,-4,-6,Sat Jan 13 2018 23:58:00 GMT-0800 (PST)
14146,1009,1,up,,,Thu Dec 14 2017 16:05:24 GMT-0800 (PST)
20084,8790,1,resume,,,Wed Jan 17 2018 02:19:46 GMT-0800 (PST)
