user_id,movie_id,algo_id,action,x,y,timestamp
31888,2218,1,impression,1,-2,Fri Feb 23 2018 13:45:29 GMT-0800 (PST)
47080,2886,0,impression,-1,6,Fri Dec 29 2017 16:44:18 GMT-0800 (PST)
63502,9924,1,impression,2,-1,Sat Dec 02 2017 02:54:10 GMT-0800 (PST)
43621,7444,0,engage,,,Thu Feb 15 2018 18:35:34 GMT-0800 (PST)
30931,1429,0,pause,,,Tue Dec 19 2017 11:21:50 GMT-0800 (PST)
800,1600,0,up,,,Sat Dec 16 2017 04:46:18 GMT-0800 (PST)
54362,1674,1,impression,1,-10,Thu Jan 04 2018 12:28:38 GMT-0800 (PST)
4933,3463,1,impression,-10,-8,Mon Jan 01 2018 08:50:52 GMT-0800 (PST)
54949,6027,0,impression,2,4,Fri Dec 22 2017 22:11:19 GMT-0800 (PST)
56046,6359,1,engage,,,Sun Jan 28 2018 23:17:27 GMT-0800 (PST)
36715,6698,0,impression,-4,0,Sun Feb 04 2018 10:54:12 GMT-0800 (PST)
77833,6027,1,up,,,Fri Feb 16 2018 02:17:04 GMT-0800 (PST)
66798,6683,0,complete,,,Mon Dec 25 2017 10:12:38 GMT-0800 (PST)
83356,7631,1,impression,-10,4,Wed Feb 28 2018 07:56:28 GMT-0800 (PST)
8177,6773,1,pause,,,Wed Dec 20 2017 13:42:56 GMT-0800 (PST)
37426,872,1,impression,8,4,Mon Dec 11 2017 05:07:46 GMT-0800 (PST)
93486,9166,0,up,,,Mon Feb 26 2018 09:52:00 GMT-0800 (PST)
59877,3722,1,pause,,,Sun Feb 11 2018 23:28:50 GMT-0800 (PST)
49676,166,0,down,,,Mon Jan 15 2018 01:29:03 GMT-0800 (PST)
27148,2256,0,pause,,,Tue Jan 09 2018 04:39:15 GMT-0800 (PST)
61918,649,0,start,,,Fri Dec 01 2017 13:19:40 GMT-0800 (PST)
29957,3063,0,impression,7,-1,Sun Jan 07 2018 19:21:50 GMT-0800 (PST)
71219,9370,0,impression,9,6,Sat Feb 03 2018 07:49:58 GMT-0800 (PST)
58970,616,0,down,,,Thu Dec 21 2017 04:36:30 GMT-0800 (PST)
12287,3012,1,impression,-8,-10,Fri Jan 05 2018 12:39:04 GMT-0800 (PST)
66505,6243,0,engage,,,Sat Jan 06 2018 17:32:57 GMT-0800 (PST)
32715,1753,1,start,,,Sat Dec 16 2017 23:47:16 GMT-0800 (PST)
6782,8696,0,resume,,,Mon Dec 11 2017 19:06:17 GMT-0800 (PST)
31094,8047,0,impression,-7,-9,Mon Jan 15 2018 00:46:40 GMT-0800 (PST)
513,7475,1,engage,,,Sat Dec 23 2017 10:49:56 GMT-0800 (PST)
65405,7554,1,start,,,Sat Dec 09 2017 20:05:55 GMT-0800 (PST)
58420,8247,1,impression,-3,6,Tue Jan 16 2018 14:37:06 GMT-0800 (PST)
67525,7998,1,impression,6,-7,Mon Feb 19 2018 11:34:36 GMT-0800 (PST)
88241,740,0,impression,5,-8,Mon Dec 04 2017 08:46:32 GMT-0800 (PST)
1553,8414,1,impression,-3,0,Mon Feb 26 2018 14:14:08 GMT-0800 (PST)
30934,1090,0,impression,-10,4,Mon Jan 08 2018 22:20:11 GMT-0800 (PST)
12634,7544,1,complete,,,Sat Dec 30 2017 18:00:41 GMT-0800 (PST)
25158,4803,0,engage,,,Mon Dec 11 2017 14:36:40 GMT-0800 (PST)
81355,4421,1,start,,,Mon Jan 29 2018 10:41:44 GMT-0800 (PST)
32900,1060,0,engage,,,Fri Feb 09 2018 09:50:06 GMT-0800 (PST)
10227,7928,1,start,,,Sat Jan 20 2018 09:59:20 GMT-0800 (PST)
8932,1205,1,impression,-6,1,Tue Feb 20 2018 19:17:08 GMT-0800 (PST)
50326,2989,1,impression,2,-7,Wed Jan 31 2018 19:43:27 GMT-0800 (PST)
6699,1233,1,pause,,,Tue Feb 20 2018 15:59:11 GMT-0800 (PST)
41891,5154,1,up,,,Sat Dec 09 2017 07:50:58 GMT-0800 (PST)
43385,8081,1,impression,6,-7,Wed Feb 07 2018 23:58:08 GMT-0800 (PST)
97153,8998,0,up,,,Wed Dec 20 2017 05:13:21 GMT-0800 (PST)
97040,6000,1,complete,,,Sat Jan 06 2018 12:22:21 GMT-0800 (PST)
78099,5665,1,impression,-2,6,Thu Dec 14 2017 08:48:32 GMT-0800 (PST)
57390,8164,1,up,,,Sat Jan 06 2018 09:59:17 GMT-0800 (PST)
48276,5358,1,impression,3,-7,Sat Feb 17 2018 12:15:36 GMT-0800 (PST)
