user_id,movie_id,algo_id,action,x,y,timestamp
98151,1979,1,down,,,Sat Feb 17 2018 00:34:51 GMT-0800 (PST)
64543,7184,1,down,,,Thu Dec 21 2017 03:36:55 GMT-0800 (PST)
84237,147,0,impression,-2,6,Tue Dec 19 2017 16:12:25 GMT-0800 (PST)
73888,5936,0,engage,,,Fri Feb 09 2018 08:41:44 GMT-0800 (PST)
29357,1051,0,complete,,,Wed Jan 31 2018 18:43:11 GMT-0800 (PST)
73721,5534,1,impression,9,-3,Sun Feb 04 2018 09:43:27 GMT-0800 (PST)
90782,6743,0,impression,-7,-10,Tue Jan 23 2018 04:47:49 GMT-0800 (PST)
28076,3662,0,impression,-6,2,Thu Feb 01 2018 23:29:22 GMT-0800 (PST)
75335,827,1,resume,,,Wed Dec 13 2017 06:38:26 GMT-0800 (PST)
34738,3768,1,engage,,,Sun Feb 04 2018 20:24:58 GMT-0800 (PST)
68880,4916,1,impression,4,7,Wed Feb 07 2018 04:31:21 GMT-0800 (PST)
6427,6078,1,impression,0,4,Sat Feb 10 2018 19:30:19 GMT-0800 (PST)
66030,9495,0,impression,9,3,Mon Jan 29 2018 12:26:50 GMT-0800 (PST)
84663,5130,1,down,,,Sun Feb 04 2018 12:44:29 GMT-0800 (PST)
14523,690,1,impression,0,-10,Sat Feb 24 2018 17:51:11 GMT-0800 (PST)
88385,3022,0,impression,-2,1,Sun Jan 14 2018 21:33:15 GMT-0800 (PST)
18952,7653,0,impression,-3,5,Wed Dec 06 2017 12:31:10 GMT-0800 (PST)
58237,6500,1,impression,-3,3,Fri Feb 23 2018 04:33:04 GMT-0800 (PST)
88787,940,0,complete,,,Mon Feb 12 2018 13:17:11 GMT-0800 (PST)
62001,7329,1,impression,-4,-9,Mon Jan 01 2018 18:06:22 GMT-0800 (PST)
75124,8455,0,up,,,Fri Jan 26 2018 17:24:43 GMT-0800 (PST)
69323,137,0,impression,-4,-5,Wed Feb 07 2018 13:35:43 GMT-0800 (PST)
75630,2989,1,pause,,,Wed Feb 28 2018 14:10:41 GMT-0800 (PST)
58816,6575,1,start,,,Tue Feb 13 2018 20:59:27 GMT-0800 (PST)
98617,4830,0,up,,,Sun Feb 18 2018 00:57:56 GMT-0800 (PST)
47535,555,0,up,,,Sun Jan 14 2018 21:43:00 GMT-0800 (PST)
95111,2502,1,pause,,,Thu Dec 28 2017 12:27:54 GMT-0800 (PST)
86034,561,1,engage,,,Mon Jan 22 2018 07:02:42 GMT-0800 (PST)
71492,1205,0,impression,-10,7,Fri Jan 26 2018 03:35:30 GMT-0800 (PST)
91422,1692,1,engage,,,Mon Feb 12 2018 16:30:07 GMT-0800 (PST)
12588,88,1,resume,,,Wed Jan 17 2018 13:24:21 GMT-0800 (PST)
83095,2084,1,complete,,,Thu Dec 14 2017 18:59:57 GMT-0800 (PST)
18810,5238,1,pause,,,Wed Dec 20 2017 22:42:23 GMT-0800 (PST)
93178,1732,1,impression,-10,7,Mon Jan 22 2018 22:48:43 GMT-0800 (PST)
11179,7692,1,start,,,Wed Jan 10 2018 04:51:49 GMT-0800 (PST)
71901,6364,1,impression,7,-10,Tue Dec 05 2017 18:40:10 GMT-0800 (PST)
72722,9376,1,start,,,Wed Jan 17 2018 15:20:08 GMT-0800 (PST)
79673,5969,0,complete,,,Mon Jan 08 2018 19:04:32 GMT-0800 (PST)
53776,74,1,down,,,Fri Dec 22 2017 22:35:03 GMT-0800 (PST)
1618,9672,0,start,,,Wed Jan 10 2018 20:40:28 GMT-0800 (PST)
87432,5127,0,down,,,Tue Feb 20 2018 21:19:24 GMT-0800 (PST)
72671,3752,1,impression,6,-3,Mon Dec 18 2017 06:30:04 GMT-0800 (PST)
84738,3875,0,resume,,,Sun Jan 21 2018 07:25:58 GMT-0800 (PST)
8150,8125,1,impression,-8,9,Mon Dec 25 2017 21:06:07 GMT-0800 (PST)
589,3835,0,impression,-1,3,Sun Jan 07 2018 15:48:50 GMT-0800 (PST)
7634,2414,1,engage,,,Sun Feb 04 2018 02:44:12 GMT-0800 (PST)
37269,6206,1,start,,,Tue Dec 12 2017 07:18:09 GMT-0800 (PST)
46890,5200,1,impression,-4,-1,Tue Dec 26 2017 00:26:11 GMT-0800 (PST)
70797,5537,1,resume,,,Sun Dec 17 2017 04:53:02 GMT-0800 (PST)
23151,1266,0,impression,8,7,Mon Dec 11 2017 18:09:57 GMT-0800 (PST)
34165,7070,0,complete,,,Thu Dec 21 2017 13:18:04 GMT-0800 (PST)
86736,5917,0,engage,,,Fri Feb 23 2018 22:26:49 GMT-0800 (PST)
15734,543,1,resume,,,Fri Dec 29 2017 12:59:42 GMT-0800 (PST)
67955,7278,0,engage,,,Wed Jan 17 2018 11:59:26 GMT-0800 (PST)
9462,614,1,impression,-8,-2,Sat Dec 02 2017 03:07:40 GMT-0800 (PST)
89527,5189,1,impression,3,8,Tue Jan 09 2018 04:53:40 GMT-0800 (PST)
99762,9235,1,pause,,,Wed Feb 21 2018 04:14:42 GMT-0800 (PST)
41520,9228,1,complete,,,Sat Dec 16 2017 07:11:32 GMT-0800 (PST)
41036,6872,1,engage,,,Thu Dec 28 2017 11:43:32 GMT-0800 (PST)
91846,5481,1,engage,,,Mon Jan 29 2018 21:12:36 GMT-0800 (PST)
14727,7164,0,start,,,Wed Jan 24 2018 11:28:40 GMT-0800 (PST)
33013,7582,1,impression,-1,-9,Thu Dec 28 2017 09:21:28 GMT-0800 (PST)
42158,2239,0,down,,,Thu Feb 01 2018 18:58:48 GMT-0800 (PST)
89033,4195,0,engage,,,Sat Dec 23 2017 15:07:33 GMT-0800 (PST)
58559,7171,1,complete,,,Mon Dec 04 2017 16:58:02 GMT-0800 (PST)
24693,7962,0,resume,,,Sun Dec 10 2017 15:58:52 GMT-0800 (PST)
69049,3231,0,impression,-5,-4,Mon Jan 22 2018 00:46:30 GMT-0800 (PST)
79062,131,1,impression,0,4,Tue Dec 19 2017 05:57:24 GMT-0800 (PST)
40969,5130,1,engage,,,Wed Dec 20 2017 18:55:58 GMT-0800 (PST)
74121,7128,0,impression,1,-3,Tue Jan 30 2018 15:53:06 GMT-0800 (PST)
15722,4584,1,complete,,,Wed Feb 28 2018 15:08:39 GMT-0800 (PST)
22469,8380,1,impression,-7,-6,Sun Jan 07 2018 18:09:19 GMT-0800 (PST)
60137,4924,0,impression,6,1,Sat Jan 13 2018 06:54:51 GMT-0800 (PST)
62681,1609,1,impression,-1,-3,Fri Jan 19 2018 21:43:17 GMT-0800 (PST)
33452,8185,0,impression,-8,4,Thu Dec 07 2017 13:54:39 GMT-0800 (PST)
4410,2129,0,impression,7,5,Tue Jan 30 2018 17:12:01 GMT-0800 (PST)
53084,316,0,impression,-10,7,Sat Feb 03 2018 12:15:51 GMT-0800 (PST)
78569,6428,1,impression,4,2,Sat Dec 02 2017 20:05:03 GMT-0800 (PST)
30267,4056,1,down,,,Thu Feb 22 2018 21:22:18 GMT-0800 (PST)
53598,8853,0,impression,3,-7,Wed Feb 07 2018 14:47:09 GMT-0800 (PST)
58215,1799,0,down,,,Sat Dec 23 2017 22:39:37 GMT-0800 (PST)
12839,689,1,complete,,,Sun Jan 21 2018 07:08:09 GMT-0800 (PST)
81775,6264,1,down,,,Sun Dec 31 2017 08:39:33 GMT-0800 (PST)
13683,9762,0,down,,,Wed Dec 13 2017 19:09:22 GMT-0800 (PST)
62188,5454,1,start,,,Sat Dec 02 2017 18:10:35 GMT-0800 (PST)
75826,3987,0,impression,4,-4,Sat Dec 02 2017 02:39:19 GMT-0800 (PST)
54566,8239,0,start,,,Mon Dec 25 2017 13:36:43 GMT-0800 (PST)
90114,4714,0,impression,-5,-7,Fri Feb 16 2018 13:27:28 GMT-0800 (PST)
7810,7966,1,start,,,Mon Jan 08 2018 00:04:53 GMT-0800 (PST)
28730,2291,0,impression,8,-7,Fri Dec 01 2017 01:15:38 GMT-0800 (PST)
92853,6409,0,engage,,,Sun Feb 11 2018 00:05:06 GMT-0800 (PST)
14939,9625,1,impression,-3,-9,Sun Jan 28 2018 19:35:19 GMT-0800 (PST)
95420,9171,1,impression,-1,3,Wed Dec 27 2017 20:56:45 GMT-0800 (PST)
